LBP,Labels
"[[ 7  8 25 ...  2  0  0]
 [25 25 25 ...  1  0  1]
 [ 1 25  1 ...  1  1  9]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  1  1 ...  4  2  0]
 [ 2  2  2 ...  4  2  1]]",0
"[[ 4  8  9 ...  7  8  1]
 [ 1  9 10 ... 25 25  0]
 [25  9 11 ...  3  0  0]
 ...
 [ 0  0  3 ... 25  2  0]
 [ 0  0  1 ...  4  2  0]
 [ 0  1  1 ...  3  2  1]]",0
"[[25  3  0 ...  9  5  4]
 [25  7 10 ...  5  6  5]
 [ 1  8 11 ...  5  8  7]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  1  1 ...  4  2  0]]",0
"[[ 7  8  9 ... 25  6  5]
 [ 8  9 10 ... 25 25 25]
 [ 8 10 11 ... 25 25 25]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  3  1]
 [25  3  3 ...  4  2  1]]",0
"[[25  0  0 ... 25  0  1]
 [ 1  0  0 ...  6 25 25]
 [ 0 25 25 ... 11 25 25]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ... 25  2  1]
 [ 0  0  1 ...  3  2  1]]",0
"[[ 0  0  9 ... 25 25  7]
 [ 2  2 10 ...  3 25  6]
 [ 4  4 25 ...  2 25  6]
 ...
 [ 0  0  0 ...  2  2  1]
 [ 0  0  0 ...  1  1  1]
 [ 0  0  0 ...  1  1  1]]",0
"[[ 2  5  9 ...  3  3  0]
 [ 0  6 10 ...  4  4  0]
 [ 1  5  8 ...  4  4  5]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  1  1 ...  4  2  0]]",0
"[[ 7  8  0 ...  4  4  7]
 [25  9 10 ...  3  3 25]
 [25 10 11 ...  3 25 25]
 ...
 [ 0  1 25 ... 25  2  1]
 [ 0  1  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 7  8  9 ...  1  1  1]
 [25  8  4 ...  1  0  0]
 [ 7  9 25 ...  1 25  0]
 ...
 [ 0  0  1 ... 25  3  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  3  1  1]]",0
"[[ 7 25  0 ...  3  3  3]
 [ 2  0  0 ...  3  3  3]
 [25 25  1 ...  3  3  3]
 ...
 [ 0  0 25 ... 25  2  0]
 [ 0  0  1 ...  4  3  0]
 [ 0  1  1 ...  4  3  1]]",0
"[[ 7  8  1 ... 25  5  3]
 [ 5  0  0 ...  3  0  0]
 [ 1  0  0 ...  4  1  0]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 0  0  1 ...  4  2  1]]",0
"[[ 0  2 25 ...  0  0  0]
 [ 0 25 25 ...  0  0 25]
 [ 0 25 11 ... 25 25 25]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  0  2 ...  4  2  1]
 [ 0  0  0 ...  3  2  1]]",0
"[[ 0  0  0 ... 25  8  7]
 [ 4  2  0 ... 25  9  8]
 [25 25  0 ... 25 10  2]
 ...
 [ 0  0  0 ... 12  2  0]
 [ 0  0  0 ...  3  2  1]
 [ 0  0  0 ...  3  2  1]]",0
"[[25 25 25 ...  9  8  7]
 [ 1 25 25 ...  4 25  5]
 [ 0  0  1 ...  4 25  7]
 ...
 [ 0  3  4 ... 25  2  1]
 [ 0  2  2 ...  5  2  1]
 [ 1  1  0 ...  4  2  1]]",0
"[[ 7  1  0 ... 25 25 25]
 [ 5  0  0 ...  3 25 25]
 [ 5  0  0 ...  3 25 25]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  0]
 [ 0  1  2 ...  4  2  1]]",0
"[[ 7  8 25 ...  0  0  1]
 [ 1  4  3 ...  0  0  2]
 [ 0 25 11 ...  0 10  9]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  3  2  1]]",0
"[[ 7 25  0 ...  3  3 25]
 [25  0  0 ...  3  3  3]
 [25  1  1 ...  4  4  4]
 ...
 [ 0  0  2 ... 25  2  1]
 [ 0  0  1 ...  5  2  1]
 [ 0  0  2 ...  4  2  1]]",0
"[[ 7  8 25 ...  5  5  5]
 [ 1  3  3 ...  1  0  2]
 [25 25  3 ...  0  0  2]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 2  2  1 ...  4  2  1]]",0
"[[ 1  0  0 ...  1  0  2]
 [ 5 25  5 ...  1  0  0]
 [ 9 10  9 ... 25  0  0]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  2  2 ...  4  2  1]]",0
"[[ 3  5  7 ...  4 25  7]
 [ 4  5  6 ...  0  0 25]
 [ 5  6  6 ...  4 25  9]
 ...
 [ 0  0  3 ... 25  2  0]
 [ 0  0  1 ...  4  3  1]
 [ 0  0  2 ...  4  3  1]]",0
"[[ 7  8  7 ...  5  4  3]
 [25  9  1 ... 25  5  3]
 [ 0 25 25 ...  4 10  9]
 ...
 [ 0  1  4 ... 25  2  0]
 [ 0  1  2 ...  4  2  1]
 [ 0  1  2 ...  4  1  1]]",0
"[[ 0  0 25 ...  3  3  3]
 [ 3 25 25 ...  2  0  1]
 [ 4 25 25 ...  0  0  0]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ... 25  2  1]
 [ 0  1  1 ... 25  1  1]]",0
"[[25 25 25 ...  3  3  7]
 [ 8  9 10 ...  3  3  3]
 [25 10 11 ...  3  3  3]
 ...
 [ 0  0  3 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  1  1 ...  3  2  1]]",0
"[[ 0  0  1 ... 25  8  7]
 [ 2  9 10 ... 25  9  8]
 [ 5 10 11 ... 25 10  9]
 ...
 [ 0  0  3 ... 25  2  0]
 [ 0  0  3 ...  4  2  1]
 [ 0  2  3 ...  4  2  1]]",0
"[[ 7 25 25 ...  3  3  3]
 [ 3  5 25 ...  0  1  0]
 [ 3  7 11 ...  0  0  0]
 ...
 [ 0  1  3 ... 25  2  1]
 [ 1  1  1 ...  3  2  1]
 [ 1  1  1 ...  3  2  1]]",0
"[[25  7  8 ...  5  8  7]
 [ 7  9  9 ...  5  9  8]
 [ 6  9 25 ...  3 25  7]
 ...
 [ 0  2  3 ... 25  2  1]
 [ 0  2  3 ...  4  2  1]
 [ 0  0  1 ...  3  1  0]]",0
"[[ 7 25 25 ...  3  3 25]
 [25 25 25 ...  4  0  0]
 [ 0 25 25 ...  5  4  0]
 ...
 [ 0  0  2 ... 25  2  1]
 [ 0  0  2 ...  5  2  1]
 [ 0  1  2 ...  4  2  1]]",0
"[[ 3  2  3 ...  3  0  1]
 [ 1  1  4 ...  3  0  0]
 [ 4  4  7 ...  3  0  0]
 ...
 [ 0  0  0 ... 25  2  0]
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ... 25  2  1]]",0
"[[25  2  0 ... 25 25  4]
 [ 4  2  5 ... 25  1  1]
 [ 0  0  3 ... 25  0 25]
 ...
 [ 0  1  3 ... 25  2  1]
 [ 0  1  1 ...  4  2  1]
 [ 0  1  1 ...  4  2  1]]",0
"[[ 1  1 25 ...  7  0  1]
 [ 1  0 25 ...  0  0  2]
 [ 0  0 25 ...  0 25 25]
 ...
 [ 0  1  2 ... 25  2  1]
 [ 0  1  1 ...  4  2  1]
 [ 0  1  1 ...  3  2  1]]",0
"[[ 7  8  9 ...  3  3  7]
 [ 8  9 10 ...  2  0  1]
 [ 7 10 11 ...  2  0  0]
 ...
 [ 0  2 25 ... 25  2  0]
 [ 0  1 25 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 7  7 25 ... 25 25  7]
 [ 8  9  9 ...  6  5  8]
 [25 10 11 ...  7  4  3]
 ...
 [ 0  1  3 ... 25  2  1]
 [ 0  0  1 ...  4  3  1]
 [ 0  0  0 ...  4  3  1]]",0
"[[ 7  8  9 ...  1  0  0]
 [ 8  9 10 ... 25  2  0]
 [ 9 10 11 ...  6  3  3]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 5  6 25 ...  9  4  4]
 [ 6  7  9 ...  4  4  5]
 [ 7 25  3 ...  4  4  7]
 ...
 [ 0  0  0 ... 25  2  0]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 1  0  0 ...  4  0  0]
 [ 0 25  6 ...  5  5  0]
 [25 10 11 ...  4 25  7]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  1 ...  5  2  1]
 [ 0  1  1 ...  5  3  1]]",0
"[[ 0  0  0 ... 25  0  0]
 [ 0  0  3 ... 25 25 25]
 [ 2  5 11 ... 25 25 25]
 ...
 [ 0  0  3 ... 25  3  1]
 [ 0  0  3 ...  5  3  0]
 [ 1  2  3 ... 25  3  0]]",0
"[[25  8  9 ...  3  3  7]
 [ 7  9 10 ...  3  3 25]
 [ 7  8 25 ...  3  3 25]
 ...
 [ 0  0  2 ... 25  2  0]
 [ 0  0  2 ...  4  2  1]
 [ 0  1  2 ...  4  2  1]]",0
"[[ 7 25  0 ...  0  0  0]
 [ 8 25  0 ... 25  2  2]
 [ 9 25  0 ... 25 25  9]
 ...
 [ 0  0 25 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  1  1 ...  5  3  1]]",0
"[[ 7  3  3 ...  3  3 25]
 [ 4  2  4 ...  3  3 25]
 [ 5  5  5 ...  3  3 25]
 ...
 [ 0  0  3 ... 25  2  1]
 [ 0  1  2 ...  4  2  0]
 [ 0  1  2 ...  4  2  0]]",0
"[[ 0  3  4 ...  7  8  7]
 [25  9 10 ...  0 25  8]
 [25 10 11 ...  0  1  2]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 0  0  2 ... 25  6  5]
 [ 3  8  9 ... 25  0  0]
 [ 9 10 11 ...  0  9  8]
 ...
 [ 0  1  2 ... 25  2  1]
 [ 0  0  1 ...  4  3  1]
 [ 1  0  0 ...  4  2  1]]",0
"[[ 5  4 25 ...  5  3  3]
 [ 6  1  2 ...  3  3  3]
 [ 7  0  0 ...  3  3  3]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  2 ...  4  2  1]]",0
"[[ 0 25  8 ...  6  6 25]
 [ 0  6  9 ...  0  3 25]
 [ 1  8 10 ...  0  3 25]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[25 25 25 ... 25 25  7]
 [ 0  2  3 ...  4 25  8]
 [ 0 25 10 ...  0  1  5]
 ...
 [ 0  2  4 ... 25  2  1]
 [ 0  1  1 ...  4  2  1]
 [ 1  1  1 ...  3  2  1]]",0
"[[ 0  5  7 ...  7  8  7]
 [ 0  6  6 ...  4  4  8]
 [ 7  8  6 ...  3 25  5]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 1  1  1 ...  4  2  0]]",0
"[[25  2  0 ...  3  3 25]
 [ 3  9 10 ...  1  2  2]
 [ 0 10 11 ...  1  2  2]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 7  4  0 ... 25 25 25]
 [ 7  0  0 ...  3  3 25]
 [ 9  0  0 ...  4  4 25]
 ...
 [ 0  0  2 ... 25  2  1]
 [ 0  0  2 ...  4  2  1]
 [ 1  2  3 ...  4  2  1]]",0
"[[ 1  2  0 ...  9  4  4]
 [ 4  5  7 ...  3  3 25]
 [ 5  6  9 ...  3  3 25]
 ...
 [ 0  0  1 ... 25  1  1]
 [ 0  0  1 ...  3  2  1]
 [ 0  1  1 ...  4  2  1]]",0
"[[ 7  8  9 ...  5  6  7]
 [ 8  9  9 ...  5  8  8]
 [ 9  9 10 ...  0 25  9]
 ...
 [ 0  1  1 ... 25  2  0]
 [ 0  0  1 ...  4  2  0]
 [ 0  0  1 ...  4  3  1]]",0
"[[ 0  0 25 ...  3  3  3]
 [ 4 25 10 ...  3  3  3]
 [ 9 10 11 ...  3  3  3]
 ...
 [ 0  2  4 ... 25  3  1]
 [ 0  0 25 ...  4  2  1]
 [ 0  0  1 ...  3  1  1]]",0
"[[ 2  0  0 ...  9  5  4]
 [ 1  0  0 ...  5  6  4]
 [25 25  0 ...  5  4  5]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  1  2 ...  4  2  1]
 [ 1  2  3 ...  4  2  1]]",0
"[[ 7  8 25 ...  5  0  0]
 [ 8  9 25 ...  3 25 25]
 [ 9 10 25 ...  0  2 25]
 ...
 [ 0  1  1 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  2 25 ...  4  2  1]]",0
"[[ 3  1  3 ...  0  0  2]
 [ 4  4  4 ...  1  0  2]
 [ 0  0  1 ... 25  0  0]
 ...
 [ 0  2  3 ... 25  2  0]
 [ 0  3  3 ...  4  2  0]
 [ 0  1  2 ...  4  2  0]]",0
"[[25 25 25 ...  0  8  7]
 [ 4  5 25 ...  0  0  8]
 [ 3 25 25 ... 25  0  0]
 ...
 [ 0  1  2 ... 25  3  1]
 [ 0  1  1 ...  4  3  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 2 25  9 ...  0  0  0]
 [ 0  3 10 ...  0  0  0]
 [ 0  4  5 ...  4  1  1]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  3  2  1]
 [ 2  2  3 ...  4  2  1]]",0
"[[25 25  9 ...  9  8  7]
 [25  7 10 ... 10  9  8]
 [25  8 11 ... 25 10  9]
 ...
 [ 0  2  3 ... 25  2  1]
 [ 0  0  0 ...  5  3  0]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 7 25  0 ...  3  3 25]
 [ 8  1 25 ...  3  3 25]
 [25 25 25 ...  3  3 25]
 ...
 [ 0  0  2 ... 25  2  1]
 [ 0  1  2 ...  5  2  1]
 [ 0  1  1 ...  4  2  1]]",0
"[[ 7  4  4 ...  2  2  3]
 [ 8  9  5 ...  0  0 25]
 [ 9  2  0 ...  0  0 25]
 ...
 [ 0  1  3 ... 25  2  0]
 [ 0  1  2 ...  4  3  1]
 [ 1  1  0 ...  4  2  1]]",0
"[[ 0 25 25 ... 25  2  2]
 [ 0  5  7 ...  3 25  0]
 [ 6  8 10 ... 25  0  0]
 ...
 [ 0  2  3 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  2  2 ...  4  2  1]]",0
"[[25  8  9 ...  9  8  7]
 [ 8  9 10 ... 25 25 25]
 [ 9 10 11 ... 25 25  0]
 ...
 [ 0  1 25 ... 25  2  1]
 [ 0  1 25 ...  3  2  1]
 [ 0  1  1 ...  4  2  1]]",0
"[[ 7  8  7 ...  4  2  2]
 [ 8  9 10 ...  3  0  1]
 [ 9 25 25 ...  3  0  0]
 ...
 [ 0  1  1 ... 25  2  1]
 [ 1  2 25 ...  3  1  1]
 [ 1  2 25 ...  3  1  1]]",0
"[[ 1  0  1 ...  9 25  0]
 [ 0  0 25 ... 10  9  2]
 [ 0  2 11 ...  2 25  4]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 7  8  8 ...  0  0  0]
 [ 8  9  9 ... 25 25  0]
 [ 9  9  6 ... 25 25 25]
 ...
 [ 0  0  2 ... 25  1  0]
 [ 0  1  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 0  6  9 ...  9 25  5]
 [ 0  0 10 ... 25 25  0]
 [ 1 25 25 ...  0  0  0]
 ...
 [ 0  0  1 ... 25  3  0]
 [ 1  1  1 ...  6  3  0]
 [ 1  0  0 ...  4  2  1]]",0
"[[ 5  5 25 ...  0 25 25]
 [ 7  8 10 ...  3 25 25]
 [ 7  9 25 ...  3 25  1]
 ...
 [ 0  0  0 ... 25 25  1]
 [ 0  0  0 ... 25 25  2]
 [ 0  2  2 ...  3  3  1]]",0
"[[ 7 25  9 ...  3  3  0]
 [25  2 25 ...  3  3  0]
 [ 2  1 25 ...  3  3  0]
 ...
 [ 0  0 25 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  0  1 ...  4  2  1]]",0
"[[ 0  0  1 ...  4  0  0]
 [ 0 25 25 ...  4  0  0]
 [ 2 25 11 ...  5  0  0]
 ...
 [ 0  0  2 ... 25  2  0]
 [ 1  1  2 ...  3  2  1]
 [ 2  2  2 ...  4  2  1]]",0
"[[ 7  8  8 ...  3  3 25]
 [ 7  9 10 ...  3  3  3]
 [ 3  8 11 ...  3  3  3]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  1 ...  7  3  1]
 [ 0  1  2 ...  5  3  1]]",0
"[[25 25  0 ...  0  1 25]
 [ 8  8 25 ...  0 25 25]
 [ 5  6  0 ...  3 25 25]
 ...
 [ 0  0  0 ... 25  2  0]
 [ 0  0  0 ...  5  3  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 3 25  9 ...  1  2  0]
 [ 8  9 10 ...  1  0  0]
 [ 9 10 11 ... 25  2 25]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  0  1 ...  3  1  0]
 [ 1  1  1 ...  3  2  1]]",0
"[[ 0  0  0 ...  3  3  3]
 [ 0 25  2 ...  2  2  1]
 [25 25 25 ...  0  1  0]
 ...
 [ 0  1  3 ... 25  2  1]
 [ 0  0  1 ...  4  2  0]
 [ 1  0  1 ...  4  3  0]]",0
"[[ 0 25  9 ...  0  0  7]
 [ 0 25 10 ...  0  9  8]
 [ 4 10 11 ...  4 25  9]
 ...
 [ 1  1  2 ... 25  3  0]
 [ 0  0  1 ...  5  3  1]
 [ 0  0  3 ...  3  2  1]]",0
"[[ 3 25  9 ... 25 25  0]
 [ 3  8 10 ... 25 25 25]
 [25  8  9 ... 25 25 25]
 ...
 [ 0  0  2 ... 25  2  1]
 [ 0  1  2 ...  3  2  1]
 [ 1  2  2 ...  4  2  1]]",0
"[[25  8 25 ...  1  8  7]
 [ 2  5  6 ...  4 25  8]
 [ 0  6  6 ...  4 25  9]
 ...
 [ 0  1  1 ... 25  2  1]
 [ 1  1  1 ...  4  2  0]
 [ 1  0  0 ...  4  2  1]]",0
"[[ 5  2  6 ... 25  8  7]
 [ 2  2 25 ...  5  9  8]
 [ 3  4 25 ...  5 10  9]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 7 25 25 ... 25  3  3]
 [ 8  9  7 ...  5  3  3]
 [ 9  9  9 ...  0  0  0]
 ...
 [ 0  0  3 ... 25  2  1]
 [ 0  1  2 ...  4  2  1]
 [ 1  2  2 ...  4  2  1]]",0
"[[ 4  8  9 ...  3  0  0]
 [ 5 25 10 ...  3  3 25]
 [ 4  5 25 ...  3  3 25]
 ...
 [ 0  0  3 ... 25  2  0]
 [ 0  1  2 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 1  0  0 ...  4 25  7]
 [ 0  0  0 ...  4  4  8]
 [ 0  0  5 ...  4  4  9]
 ...
 [ 0  1  4 ... 25  3  1]
 [ 0  1  1 ...  5  2  1]
 [ 1  1  1 ...  3  1  1]]",0
"[[ 0  0  0 ...  9 25  0]
 [25 25 25 ... 25 25 25]
 [25 25 25 ... 25 25  9]
 ...
 [ 0  1  2 ... 25  2  1]
 [ 0  0  3 ...  4  2  1]
 [ 0  2  3 ...  4  2  0]]",0
"[[25  1  0 ... 25 25  0]
 [ 1 25 25 ...  2  3  3]
 [ 0 25 25 ...  1 25  3]
 ...
 [ 0  0  0 ... 25  3  1]
 [ 0  0  1 ...  5  3  0]
 [ 0  0  0 ...  4  3  0]]",0
"[[ 1  1  3 ...  3  3  3]
 [ 4  5  6 ...  3  3  3]
 [ 4  5  6 ...  2  2  1]
 ...
 [ 0  0  2 ... 25  3  1]
 [ 1  2  2 ...  4  2  1]
 [ 1  2  3 ...  4  2  1]]",0
"[[ 0  0  0 ... 25  8 25]
 [ 0  0  1 ...  3 25  1]
 [ 9  8  9 ...  3  3  0]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  1  1 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 0  0  0 ...  0  2 25]
 [25  0  0 ...  1  2 25]
 [25  3  3 ... 25  2  0]
 ...
 [ 0  0  4 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 0  0  1 ...  3  2  1]]",0
"[[ 7  3  0 ...  5  8  7]
 [ 8 25  1 ...  4 25  8]
 [25 25  3 ...  4 25  9]
 ...
 [ 0  0 25 ... 25  2  1]
 [ 0  0  1 ...  4  2  1]
 [ 1  1  1 ...  4  2  1]]",0
"[[ 7  5  0 ...  0  1  1]
 [ 3  5  2 ...  6  5  2]
 [ 3  5  1 ...  7  6  9]
 ...
 [ 0  0  0 ... 25  2  1]
 [ 0  0  0 ...  4  2  1]
 [ 0  0  0 ...  4  2  1]]",0
"[[ 2  3 25 ...  4  4  0]
 [ 8  5  5 ...  5  5  0]
 [ 9  1  0 ...  5  6  7]
 ...
 [ 0  0  3 ... 25  3  1]
 [ 0  0  2 ...  5  2  1]
 [ 0  1  1 ...  3  2  1]]",0
"[[ 7 25  1 ...  9  8  7]
 [ 2  2  4 ... 25  9  8]
 [ 0  4  4 ... 25 10  9]
 ...
 [ 0  0  0 ... 25  3  0]
 [ 0  0  0 ...  5  3  1]
 [ 1  0  0 ...  3  2  1]]",0
"[[ 7  8  0 ... 25  2  2]
 [ 8 25  1 ... 10  3  3]
 [ 3 25  3 ... 11  4  4]
 ...
 [ 0  0  1 ... 25  2  1]
 [ 0  0  2 ...  4  2  1]
 [ 0  2  3 ...  4  2  1]]",0
"[[ 0  0  3 ... 25 25  2]
 [ 0  0 25 ... 25  2  2]
 [ 6 25  3 ... 25  3  3]
 ...
 [ 0  0  1 ... 25  2  0]
 [ 0  0  2 ...  4  2  0]
 [ 1  2  3 ...  3  2  1]]",0
"[[ 2  2 25 ...  9  0  0]
 [ 0  0  0 ... 25 25  1]
 [ 0  0  2 ... 25 25  1]
 ...
 [ 0  0  2 ... 25  3  1]
 [ 0  0  2 ...  4  2  1]
 [ 1  2  2 ...  4  2  1]]",0
